user,position,user_seed_genre,cont_drift,cat_drift,total_drift
0f547591ab654965b1a2369a42034e4b_Ömercan1,2,5,3.2557818953470496,0.5,3.7557818953470496
0f547591ab654965b1a2369a42034e4b_Ömercan1,3,5,3.283854106054055,1.0,4.283854106054055
0f547591ab654965b1a2369a42034e4b_Ömercan1,4,5,4.178381548708933,1.0,5.178381548708933
0f547591ab654965b1a2369a42034e4b_Ömercan1,5,5,3.7728967989132256,0.5,4.272896798913226
0f547591ab654965b1a2369a42034e4b_Ömercan1,6,5,2.7671788450926265,0.5,3.2671788450926265
0f547591ab654965b1a2369a42034e4b_Ömercan1,7,5,2.980651558159731,1.0,3.980651558159731
0f547591ab654965b1a2369a42034e4b_Ömercan1,8,5,3.895496938299361,1.0,4.895496938299361
0f547591ab654965b1a2369a42034e4b_Ömercan1,9,5,2.913443860142345,1.0,3.913443860142345
0f547591ab654965b1a2369a42034e4b_Ömercan1,10,5,2.5295360031114327,0.5,3.0295360031114327
0f547591ab654965b1a2369a42034e4b_Ömercan1,11,5,3.661315513265264,0.5,4.161315513265264
0f547591ab654965b1a2369a42034e4b_Ömercan1,12,5,4.031449519101437,0.0,4.031449519101437
0f547591ab654965b1a2369a42034e4b_Ömercan1,13,5,2.499292043571623,1.0,3.499292043571623
0f547591ab654965b1a2369a42034e4b_Ömercan1,14,5,3.307767734132642,0.5,3.807767734132642
0f547591ab654965b1a2369a42034e4b_Ömercan1,15,5,5.278476421697779,0.5,5.778476421697779
0f547591ab654965b1a2369a42034e4b_Ömercan1,16,5,4.0264027616026326,1.0,5.0264027616026326
0f547591ab654965b1a2369a42034e4b_Ömercan1,17,5,3.65066329836336,1.0,4.6506632983633605
0f547591ab654965b1a2369a42034e4b_Ömercan1,18,5,2.874169007802847,0.0,2.874169007802847
0f547591ab654965b1a2369a42034e4b_Ömercan1,19,5,2.6637931107174126,0.5,3.1637931107174126
0f547591ab654965b1a2369a42034e4b_Ömercan1,20,5,3.9512006432467577,1.0,4.951200643246757
0f547591ab654965b1a2369a42034e4b_Ömercan1,21,5,2.9610021337346395,1.0,3.9610021337346395
0f547591ab654965b1a2369a42034e4b_Ömercan1,22,5,2.9926136901793563,1.0,3.9926136901793563
0f547591ab654965b1a2369a42034e4b_Ömercan1,23,5,2.6534480908531313,1.0,3.6534480908531313
0f547591ab654965b1a2369a42034e4b_Ömercan1,24,5,2.8887285602289827,0.5,3.3887285602289827
0f547591ab654965b1a2369a42034e4b_Ömercan1,25,5,3.1646962999587767,1.0,4.164696299958777
0f547591ab654965b1a2369a42034e4b_Ömercan1,26,5,3.412820003062503,0.5,3.912820003062503
0f547591ab654965b1a2369a42034e4b_Ömercan1,27,5,2.8870272769061835,1.0,3.8870272769061835
0f547591ab654965b1a2369a42034e4b_Ömercan1,28,5,2.84389396594474,1.0,3.84389396594474
0f547591ab654965b1a2369a42034e4b_Ömercan1,29,5,4.421644435109686,1.0,5.421644435109686
0f547591ab654965b1a2369a42034e4b_Ömercan1,30,5,4.116231462030019,0.0,4.116231462030019
0f547591ab654965b1a2369a42034e4b_Ömercan1,31,5,2.0920467184123743,1.0,3.0920467184123743
0f547591ab654965b1a2369a42034e4b_Ömercan1,32,5,1.9469685018072538,0.5,2.4469685018072536
0f547591ab654965b1a2369a42034e4b_Ömercan1,33,5,2.61824074217592,0.5,3.11824074217592
0f547591ab654965b1a2369a42034e4b_Ömercan1,34,5,3.5621828496272907,1.0,4.562182849627291
0f547591ab654965b1a2369a42034e4b_Ömercan1,35,5,2.0537739659494996,0.5,2.5537739659494996
0f547591ab654965b1a2369a42034e4b_Ömercan1,36,5,3.375213744556871,0.5,3.875213744556871
0f547591ab654965b1a2369a42034e4b_Ömercan1,37,5,5.47537252466631,1.0,6.47537252466631
0f547591ab654965b1a2369a42034e4b_Ömercan1,38,5,3.1781680470553284,1.0,4.178168047055328
0f547591ab654965b1a2369a42034e4b_Ömercan1,39,5,3.016524447479417,0.5,3.516524447479417
0f547591ab654965b1a2369a42034e4b_Ömercan1,40,5,3.90628952158288,1.0,4.90628952158288
0f547591ab654965b1a2369a42034e4b_Ömercan1,41,5,3.1881460023007806,0.5,3.6881460023007806
0f547591ab654965b1a2369a42034e4b_Ömercan1,42,5,1.9246818280201077,0.5,2.4246818280201077
0f547591ab654965b1a2369a42034e4b_Ömercan1,43,5,3.613353409938078,1.0,4.613353409938078
0f547591ab654965b1a2369a42034e4b_Ömercan1,44,5,2.4330310951657568,1.0,3.4330310951657568
0f547591ab654965b1a2369a42034e4b_Ömercan1,45,5,3.346136898965354,0.5,3.846136898965354
0f547591ab654965b1a2369a42034e4b_Ömercan1,46,5,4.252246590413099,0.5,4.752246590413099
0f547591ab654965b1a2369a42034e4b_Ömercan1,47,5,2.5171415316127272,0.5,3.0171415316127272
0f547591ab654965b1a2369a42034e4b_Ömercan1,48,5,2.1931611998074816,1.0,3.1931611998074816
0f547591ab654965b1a2369a42034e4b_Ömercan1,49,5,2.4428501709074903,0.5,2.9428501709074903
0f547591ab654965b1a2369a42034e4b_Ömercan1,50,5,2.5507902906143647,0.5,3.0507902906143647
0f547591ab654965b1a2369a42034e4b_Ömercan1,51,5,3.6361140152561786,1.0,4.636114015256179
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,2,5,3.283854106054055,1.0,4.283854106054055
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,3,5,3.7728967989132256,0.5,4.272896798913226
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,4,5,4.178381548708933,1.0,5.178381548708933
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,5,5,3.2557818953470496,0.5,3.7557818953470496
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,6,5,2.7671788450926265,0.5,3.2671788450926265
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,7,5,2.980651558159731,1.0,3.980651558159731
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,8,5,2.913443860142345,1.0,3.913443860142345
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,9,5,3.895496938299361,1.0,4.895496938299361
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,10,5,3.661315513265264,0.5,4.161315513265264
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,11,5,3.412820003062503,0.5,3.912820003062503
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,12,5,4.031449519101437,0.0,4.031449519101437
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,13,5,2.6637931107174126,0.5,3.1637931107174126
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,14,5,2.5295360031114327,0.5,3.0295360031114327
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,15,5,2.8870272769061835,1.0,3.8870272769061835
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,16,5,3.307767734132642,0.5,3.807767734132642
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,17,5,5.278476421697779,0.5,5.778476421697779
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,18,5,2.8887285602289827,0.5,3.3887285602289827
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,19,5,2.499292043571623,1.0,3.499292043571623
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,20,5,3.9512006432467577,1.0,4.951200643246757
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,21,5,2.6534480908531313,1.0,3.6534480908531313
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,22,5,2.61824074217592,0.5,3.11824074217592
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,23,5,2.9926136901793563,1.0,3.9926136901793563
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,24,5,4.116231462030019,0.0,4.116231462030019
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,25,5,2.0920467184123743,1.0,3.0920467184123743
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,26,5,3.5621828496272907,1.0,4.562182849627291
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,27,5,3.65066329836336,1.0,4.6506632983633605
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,28,5,4.0264027616026326,1.0,5.0264027616026326
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,29,5,2.4330310951657568,1.0,3.4330310951657568
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,30,5,3.375213744556871,0.5,3.875213744556871
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,31,5,5.47537252466631,1.0,6.47537252466631
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,32,5,2.84389396594474,1.0,3.84389396594474
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,33,5,1.9469685018072538,0.5,2.4469685018072536
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,34,5,2.5507902906143647,0.5,3.0507902906143647
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,35,5,3.1781680470553284,1.0,4.178168047055328
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,36,5,2.874169007802847,0.0,2.874169007802847
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,37,5,3.1646962999587767,1.0,4.164696299958777
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,38,5,2.0537739659494996,0.5,2.5537739659494996
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,39,5,4.421644435109686,1.0,5.421644435109686
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,40,5,3.90628952158288,1.0,4.90628952158288
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,41,5,3.3068627056788786,1.0,4.306862705678879
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,42,5,1.9246818280201077,0.5,2.4246818280201077
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,43,5,2.2500180392308335,1.0,3.2500180392308335
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,44,5,3.1881460023007806,0.5,3.6881460023007806
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,45,5,3.1348920713039994,0.5,3.6348920713039994
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,46,5,3.6361140152561786,1.0,4.636114015256179
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,47,5,3.793178319375214,0.0,3.793178319375214
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,48,5,2.5171415316127272,0.5,3.0171415316127272
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,49,5,3.3998824132739323,0.5,3.8998824132739323
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,50,5,4.166952157616069,0.5,4.666952157616069
23aada40ba9e4409a6609a7efe0343fc_Ömercan2,51,5,5.864951360135404,1.0,6.864951360135404
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,2,5,2.938668694540505,1.0,3.938668694540505
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,3,5,3.2557818953470496,0.5,3.7557818953470496
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,4,5,3.283854106054055,1.0,4.283854106054055
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,5,2.874169007802847,0.0,2.874169007802847
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,6,5,3.7728967989132256,0.5,4.272896798913226
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,7,5,4.16431812501201,0.5,4.66431812501201
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,8,5,4.152528990910878,1.0,5.152528990910878
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,9,5,2.499292043571623,1.0,3.499292043571623
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,10,5,3.0147609847232655,0.5,3.5147609847232655
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,11,5,3.375213744556871,0.5,3.875213744556871
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,12,5,2.61824074217592,0.5,3.11824074217592
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,13,5,1.9469685018072538,0.5,2.4469685018072536
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,14,5,4.421644435109686,1.0,5.421644435109686
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,15,5,4.098079481912619,0.0,4.098079481912619
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,16,5,2.913443860142345,1.0,3.913443860142345
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,17,5,3.895496938299361,1.0,4.895496938299361
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,18,5,2.2500180392308335,1.0,3.2500180392308335
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,19,5,2.5295360031114327,0.5,3.0295360031114327
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,20,5,2.622448914131229,0.5,3.122448914131229
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,21,5,2.6637931107174126,0.5,3.1637931107174126
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,22,5,3.746088324736396,1.0,4.746088324736396
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,23,5,2.2281443446114424,0.5,2.7281443446114424
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,24,5,1.9246818280201077,0.5,2.4246818280201077
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,25,5,3.610025369415904,1.0,4.610025369415904
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,26,5,2.2281443446114424,0.5,2.7281443446114424
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,27,5,2.6471778998048006,1.0,3.6471778998048006
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,28,5,3.613353409938078,1.0,4.613353409938078
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,29,5,3.6023548330561597,0.5,4.102354833056159
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,30,5,4.031449519101437,0.0,4.031449519101437
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,31,5,3.1348920713039994,0.5,3.6348920713039994
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,32,5,2.2884227241161637,0.5,2.7884227241161637
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,33,5,2.4032183652910746,0.5,2.9032183652910746
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,34,5,2.2873817822353715,0.5,2.7873817822353715
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,35,5,4.108618487062348,0.5,4.608618487062348
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,36,5,2.8887285602289827,0.5,3.3887285602289827
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,37,5,5.278476421697779,0.5,5.778476421697779
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,38,5,2.8359165314952706,0.5,3.3359165314952706
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,39,5,2.4939034403771503,1.0,3.4939034403771503
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,40,5,4.144388952636447,0.5,4.644388952636447
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,41,5,3.508476514595438,1.0,4.508476514595438
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,42,5,4.0264027616026326,1.0,5.0264027616026326
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,43,5,2.789210569337411,1.0,3.789210569337411
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,44,5,2.372057998501993,0.5,2.872057998501993
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,45,5,4.252246590413099,0.5,4.752246590413099
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,46,5,3.2977789060413865,1.0,4.297778906041387
3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,47,5,5.47537252466631,1.0,6.47537252466631
