position,user_seed_genre,mean,std,count,seed_mean,drift_centered
16,1,3.378941876687037,0.593722897025442,17,0.09652,3.282421876687037
16,2,4.511634044965167,0.9749246976005479,17,0.16899000000000003,4.342644044965167
16,3,3.6243567066330096,0.8570040488183328,18,0.07435,3.5500067066330097
16,4,2.7340323604523546,0.3921871422223676,18,0.04870999999999999,2.685322360452355
16,5,5.8876953624935915,0.7773954718068885,17,-0.5431900000000001,6.4308853624935916
17,1,3.315726669352884,0.3630685659318562,11,0.09652,3.219206669352884
17,2,4.650067098320147,1.084061787056161,15,0.16899000000000003,4.481077098320147
17,3,3.423169491095429,1.0588951186209692,17,0.07435,3.348819491095429
17,4,3.5550010377150483,1.0669682311486988,18,0.04870999999999999,3.5062910377150485
17,5,6.357909292631283,0.7407488254456894,18,-0.5431900000000001,6.901099292631283
18,1,3.474260711521225,0.8260799974460578,16,0.09652,3.3777407115212252
18,2,5.082558370435736,1.239026752114623,17,0.16899000000000003,4.913568370435736
18,3,3.472221521708681,0.703163161317114,12,0.07435,3.397871521708681
18,4,3.753328396812622,1.1273730347282125,18,0.04870999999999999,3.7046183968126223
18,5,5.882753359941685,0.7557286589616431,18,-0.5431900000000001,6.425943359941685
19,1,3.9944566163652553,0.9101897694128078,17,0.09652,3.8979366163652553
19,2,4.321175401811501,1.3080306178503807,16,0.16899000000000003,4.152185401811501
19,3,3.3721145957035352,0.6969696321635169,16,0.07435,3.2977645957035353
19,4,4.20875550500251,1.7572014019106539,18,0.04870999999999999,4.16004550500251
19,5,5.692970937206373,0.9347244485951246,17,-0.5431900000000001,6.236160937206373
20,1,3.453316504221442,0.6713372691455304,17,0.09652,3.356796504221442
20,2,4.315264772948077,1.4515484353022048,16,0.16899000000000003,4.146274772948077
20,3,3.838080760999237,1.4544744510725227,17,0.07435,3.763730760999237
20,4,2.9868929976262217,0.7045359781205321,18,0.04870999999999999,2.938182997626222
20,5,5.964126815844199,0.8461177632650079,18,-0.5431900000000001,6.507316815844199
21,1,3.4347115017988004,0.7495419790358903,17,0.09652,3.3381915017988004
21,2,4.056324268448982,1.4792959905618608,18,0.16899000000000003,3.887334268448982
21,3,3.4400287039609303,0.6821322898583214,18,0.07435,3.3656787039609304
21,4,3.662653918634551,0.874109352832219,18,0.04870999999999999,3.613943918634551
21,5,5.75336349341848,0.8890482279591155,18,-0.5431900000000001,6.29655349341848
22,1,3.560856516498266,0.5467151612253957,16,0.09652,3.4643365164982662
22,2,4.033823107668904,1.1657826969976834,17,0.16899000000000003,3.864833107668904
22,3,3.3944659144449014,0.8710225556851813,18,0.07435,3.3201159144449015
22,4,3.225027550586864,0.9805472086005065,18,0.04870999999999999,3.176317550586864
22,5,6.07836148286373,0.7392761955830686,17,-0.5431900000000001,6.62155148286373
23,1,3.5048001080316045,0.5926411558834028,15,0.09652,3.4082801080316045
23,2,4.092071755194178,1.189479183806437,14,0.16899000000000003,3.923081755194178
23,3,3.7683236826415487,0.8821144959969223,16,0.07435,3.693973682641549
23,4,3.302911040018339,1.1158560444190944,18,0.04870999999999999,3.254201040018339
23,5,5.858059335925486,0.7010216162542132,17,-0.5431900000000001,6.4012493359254865
24,1,3.5776871462929374,0.6348356088216731,13,0.09652,3.4811671462929374
24,2,3.500618352542012,1.0923385047481695,16,0.16899000000000003,3.331628352542012
24,3,3.4362219002840533,0.6312428798097045,17,0.07435,3.3618719002840534
24,4,3.4741640206485127,1.2994281464253687,18,0.04870999999999999,3.425454020648513
24,5,6.321005906102555,0.8993713419989608,16,-0.5431900000000001,6.864195906102555
25,1,3.641767548169945,0.8589908668324138,16,0.09652,3.5452475481699453
25,2,4.018693048025376,1.1681999529578124,17,0.16899000000000003,3.8497030480253764
25,3,3.488512194281976,0.8205889969461442,17,0.07435,3.414162194281976
25,4,3.2921934117959015,1.245500548574838,18,0.04870999999999999,3.2434834117959017
25,5,5.973781660367613,1.1022569479099804,18,-0.5431900000000001,6.516971660367613
26,1,3.169644324674588,0.5438529774512644,16,0.09652,3.073124324674588
26,2,3.672961356900915,1.0626857632616198,17,0.16899000000000003,3.503971356900915
26,3,3.575069312875966,0.8194840321050446,17,0.07435,3.500719312875966
26,4,2.7103977166876314,0.8927777971462945,18,0.04870999999999999,2.6616877166876316
26,5,5.779831037504469,0.8542028978502573,18,-0.5431900000000001,6.323021037504469
27,1,3.5843181662342407,0.8841309997874157,16,0.09652,3.4877981662342408
27,2,4.2533188186207616,1.2234241503002565,18,0.16899000000000003,4.084328818620762
27,3,3.5656234614645244,0.6953356390665375,17,0.07435,3.4912734614645244
27,4,3.3338438819904455,0.6750160356805455,18,0.04870999999999999,3.2851338819904456
27,5,5.958241630492757,0.7578508072471873,17,-0.5431900000000001,6.501431630492757
28,1,3.3513475554124974,0.48304490294210106,17,0.09652,3.2548275554124975
28,2,4.169859208196309,1.4110691315739898,18,0.16899000000000003,4.000869208196309
28,3,3.600475099856913,0.9401200643943921,17,0.07435,3.526125099856913
28,4,2.8984402824688824,0.6836925671596771,18,0.04870999999999999,2.8497302824688826
28,5,5.684984430675536,0.9990974336345189,16,-0.5431900000000001,6.228174430675536
29,1,3.283247631833099,0.600025741567662,15,0.09652,3.186727631833099
29,2,3.811251319509246,1.5904918711543279,18,0.16899000000000003,3.642261319509246
29,3,3.9747952551160313,0.6219414567091589,15,0.07435,3.9004452551160314
29,4,3.716533497163868,1.327623446135995,18,0.04870999999999999,3.667823497163868
29,5,6.330238510139045,0.7869995286935834,16,-0.5431900000000001,6.873428510139045
30,1,3.2956992232024502,0.5756074738895871,16,0.09652,3.1991792232024503
30,2,4.22103614624638,0.9591716989908635,16,0.16899000000000003,4.05204614624638
30,3,3.4507888597779472,0.9130003390759036,17,0.07435,3.3764388597779473
30,4,2.9836051363767715,0.8714599769999632,18,0.04870999999999999,2.9348951363767717
30,5,6.140656218165746,0.7821131591626411,15,-0.5431900000000001,6.683846218165746
31,1,3.719856579033051,0.8660431292721126,17,0.09652,3.623336579033051
31,2,3.8905752867210985,1.3383616048045393,17,0.16899000000000003,3.7215852867210986
31,3,3.7810475626727094,1.1629243437510604,17,0.07435,3.7066975626727094
31,4,3.4247643035023754,1.3872767795256125,18,0.04870999999999999,3.3760543035023756
31,5,5.912891086501251,1.1331297861848735,18,-0.5431900000000001,6.456081086501251
32,1,3.61482276568847,0.8645526751133331,13,0.09652,3.5183027656884702
32,2,3.6299963320979702,0.9267872127936981,18,0.16899000000000003,3.4610063320979703
32,3,3.5803269780296416,0.8884688481079146,17,0.07435,3.5059769780296417
32,4,2.6038173952316948,0.7338959224053497,18,0.04870999999999999,2.555107395231695
32,5,5.68664417543788,1.045991012510806,16,-0.5431900000000001,6.22983417543788
33,1,3.372700291078661,0.6319500345944267,16,0.09652,3.2761802910786613
33,2,4.619664246462704,1.1604497003476097,15,0.16899000000000003,4.450674246462704
33,3,3.588346657535586,0.867501161455572,18,0.07435,3.513996657535586
33,4,3.138185842784263,0.8928176316383885,18,0.04870999999999999,3.089475842784263
33,5,5.795072913098907,0.9565897535267273,18,-0.5431900000000001,6.338262913098907
34,1,3.2990737740976597,0.7933824622638579,15,0.09652,3.2025537740976597
34,2,3.9215175577954087,0.975574306416631,17,0.16899000000000003,3.7525275577954087
34,3,3.635396856838178,0.702307375781962,16,0.07435,3.561046856838178
34,4,3.03426719054806,0.7793557157347455,18,0.04870999999999999,2.98555719054806
34,5,5.55964594766927,0.8167475391967192,18,-0.5431900000000001,6.10283594766927
35,1,3.324087805343521,0.7677773790969817,15,0.09652,3.2275678053435213
35,2,4.5744870905755795,1.205783431980161,18,0.16899000000000003,4.4054970905755795
35,3,3.4384884257988135,0.7728431933500624,16,0.07435,3.3641384257988136
35,4,3.3042492545410376,1.0871785913955923,18,0.04870999999999999,3.2555392545410378
35,5,6.320483046272958,0.622533020364359,13,-0.5431900000000001,6.863673046272958
36,1,3.721461851607347,0.8767658267439148,16,0.09652,3.624941851607347
36,2,4.002234880352901,1.4247745385948503,17,0.16899000000000003,3.8332448803529013
36,3,3.4587302424398323,0.658204438952682,18,0.07435,3.3843802424398324
36,4,2.935617948377982,0.8528149476596579,18,0.04870999999999999,2.8869079483779823
36,5,6.255360759481007,0.7323085823771931,18,-0.5431900000000001,6.798550759481007
37,1,3.1434844952899783,0.5549552744185003,17,0.09652,3.0469644952899784
37,2,4.035369150887218,1.4852880347949984,18,0.16899000000000003,3.8663791508872176
37,3,3.34540887272132,0.6219035329753203,17,0.07435,3.27105887272132
37,4,3.001260338572888,1.0192736855644613,18,0.04870999999999999,2.9525503385728884
37,5,5.692684217457103,1.0736008177715377,17,-0.5431900000000001,6.235874217457103
38,1,3.288408815937802,0.7757783073808432,16,0.09652,3.1918888159378023
38,2,3.642351406803493,1.0764523014474605,18,0.16899000000000003,3.473361406803493
38,3,3.5542200553413195,0.8673700028670961,18,0.07435,3.4798700553413195
38,4,2.4602178143089954,0.6775975734749434,17,0.04870999999999999,2.4115078143089956
38,5,5.806924241058413,0.885908822214634,17,-0.5431900000000001,6.350114241058413
39,1,3.4784591708282604,0.7946649308335052,16,0.09652,3.3819391708282605
39,2,3.7211258617368568,0.5946536393330015,16,0.16899000000000003,3.552135861736857
39,3,3.896650188282121,0.6032371844924757,13,0.07435,3.8223001882821213
39,4,3.1408424906558183,0.9838358682048104,15,0.04870999999999999,3.0921324906558185
39,5,5.696989435687986,0.8386817795569033,18,-0.5431900000000001,6.2401794356879865
40,1,3.463232836838342,0.7056787242926856,16,0.09652,3.366712836838342
40,2,4.182026423027926,1.1994001322658983,17,0.16899000000000003,4.013036423027926
40,3,3.724831242227485,1.0293302611449775,16,0.07435,3.6504812422274853
40,4,3.039634586738336,1.1912186107452887,18,0.04870999999999999,2.9909245867383363
40,5,5.694926177105786,0.689758549165122,16,-0.5431900000000001,6.238116177105786
41,1,3.565580945059344,0.9696782624984658,15,0.09652,3.469060945059344
41,2,4.4045154219900065,1.3273893638818084,18,0.16899000000000003,4.2355254219900065
41,3,3.5045064878628445,0.48448389038140893,17,0.07435,3.4301564878628445
41,4,3.4318378984583666,1.041927107811825,18,0.04870999999999999,3.383127898458367
41,5,6.022446566344154,0.6444683326803523,18,-0.5431900000000001,6.565636566344154
42,1,3.734906350089685,0.9789836694947712,17,0.09652,3.638386350089685
42,2,4.27199815931988,1.03531963442111,15,0.16899000000000003,4.10300815931988
42,3,3.4073015772233743,0.5874810120812292,14,0.07435,3.3329515772233744
42,4,3.1487240691130567,0.6014828487713598,17,0.04870999999999999,3.100014069113057
42,5,5.975927560379196,1.0441107425933143,15,-0.5431900000000001,6.519117560379196
43,1,3.4576612997074903,0.6636504020710147,16,0.09652,3.3611412997074903
43,2,3.8160803350370127,1.269847931512546,17,0.16899000000000003,3.6470903350370127
43,3,3.4327462260306314,0.3007742804543317,16,0.07435,3.3583962260306315
43,4,3.4442583224400813,1.128901476018615,18,0.04870999999999999,3.3955483224400815
43,5,5.645766889740887,0.6387795124142275,16,-0.5431900000000001,6.188956889740887
44,1,3.813538314628839,1.143962814538335,13,0.09652,3.717018314628839
44,2,4.505691494772161,0.7552745551182116,17,0.16899000000000003,4.336701494772161
44,3,3.1368505183941346,0.23657128710470282,18,0.07435,3.0625005183941347
44,4,2.9169673877447657,1.037969405313625,18,0.04870999999999999,2.868257387744766
44,5,5.768018163171144,0.9563872613480693,17,-0.5431900000000001,6.311208163171144
45,1,3.384782577322519,0.8954013895392916,10,0.09652,3.288262577322519
45,2,4.54473955789837,1.3851180411677795,17,0.16899000000000003,4.37574955789837
45,3,3.48238493488787,0.38655653616245705,17,0.07435,3.40803493488787
45,4,3.509264490771553,1.108444358798684,17,0.04870999999999999,3.4605544907715533
45,5,5.7817240457684695,0.7613602923833042,17,-0.5431900000000001,6.32491404576847
46,1,3.4809250794050417,0.7612830779674401,16,0.09652,3.3844050794050418
46,2,3.768046450008102,1.1382105398027973,16,0.16899000000000003,3.599056450008102
46,3,3.833504130911843,0.8220206442632401,17,0.07435,3.7591541309118433
46,4,3.1623058867693254,0.9829589364452237,17,0.04870999999999999,3.1135958867693256
46,5,5.884292712972521,0.5185040086094701,18,-0.5431900000000001,6.427482712972521
47,1,3.0801123868524325,0.8797845638707162,17,0.09652,2.9835923868524326
47,2,3.908678218646868,1.047981989593673,18,0.16899000000000003,3.739688218646868
47,3,3.632837375130542,0.8040231996974335,16,0.07435,3.558487375130542
47,4,3.197146587851985,0.8322768668834052,18,0.04870999999999999,3.148436587851985
47,5,6.0145339314891455,0.7241293746398137,15,-0.5431900000000001,6.557723931489146
48,1,3.2821318117706646,0.7319338707109146,17,0.09652,3.1856118117706647
48,2,4.045804151469393,1.1165827052491448,17,0.16899000000000003,3.876814151469393
48,3,3.4811672751839815,0.6349947233585037,17,0.07435,3.4068172751839816
48,4,3.71167760690953,1.0988729446456957,17,0.04870999999999999,3.6629676069095303
48,5,5.705511231530068,0.7517167280964197,16,-0.5431900000000001,6.248701231530068
49,1,3.701507845906834,0.8433581227373126,16,0.09652,3.604987845906834
49,2,4.342228366865297,1.135294643694092,17,0.16899000000000003,4.173238366865297
49,3,3.5634701239984925,1.094974550431926,14,0.07435,3.4891201239984926
49,4,3.2280850363391216,1.1312139241199277,18,0.04870999999999999,3.1793750363391218
49,5,5.002753476677011,0.9247755816824293,16,-0.5431900000000001,5.545943476677011
50,1,3.461575184507294,0.7326323258517451,14,0.09652,3.3650551845072942
50,2,4.588510127722813,1.4001711385396092,12,0.16899000000000003,4.419520127722813
50,3,3.663829015300873,0.6634029627141523,11,0.07435,3.589479015300873
50,4,3.714095766030238,1.207952877120328,15,0.04870999999999999,3.665385766030238
50,5,5.750605158771883,0.9619977218728043,16,-0.5431900000000001,6.293795158771883
51,1,3.455410786823478,0.43782178671033656,9,0.09652,3.358890786823478
51,2,3.631111961297997,0.8618750665898174,8,0.16899000000000003,3.462121961297997
51,3,3.445495972417092,0.4234025760322827,6,0.07435,3.371145972417092
51,4,3.3128928214874054,1.068211856949193,11,0.04870999999999999,3.2641828214874056
51,5,5.956260949160353,0.9592741689797308,11,-0.5431900000000001,6.499450949160353
